Survey,Start (UTC),Mean Lat,Mean Lon,Project,MARLIN,MARLIN UUID,Averaging Period (sec),U Ship (m/sec),V Ship (m/sec),Bottom Depth,Depth,U (m/sec),V (m/sec),Avg QC,Bin Attendance %
SS199802,1998-03-10 03:20:00,-43.591,147.338,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-1.78,-5.52,70,16.8,-.26,-.22,13.5,39
SS199802,1998-03-10 03:40:00,-43.65,147.315,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-1.49,-5.4,93,16.8,-.13,-.26,12.8,56
SS199802,1998-03-10 03:40:00,-43.65,147.315,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-1.49,-5.4,93,24.8,-.16,-.38,13.7,39
SS199802,1998-03-10 04:00:00,-43.704,147.293,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-1.63,-5.35,111,16.8,-.04,-.14,16.1,54
SS199802,1998-03-10 04:00:00,-43.704,147.293,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-1.63,-5.35,111,24.8,-.07,-.16,12,48
SS199802,1998-03-10 04:00:00,-43.704,147.293,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-1.63,-5.35,111,32.8,.01,-.18,12.7,35
SS199802,1998-03-10 04:20:00,-43.761,147.266,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-1.94,-5.08,131,16.8,-.17,-.02,11.8,48
SS199802,1998-03-10 04:20:00,-43.761,147.266,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-1.94,-5.08,131,24.8,-.17,-.08,10.3,44
SS199802,1998-03-10 04:20:00,-43.761,147.266,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-1.94,-5.08,131,32.8,-.17,-.07,10.1,43
SS199802,1998-03-10 04:20:00,-43.761,147.266,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-1.94,-5.08,131,40.8,-.16,-.08,9,42
SS199802,1998-03-10 04:20:00,-43.761,147.266,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-1.94,-5.08,131,48.8,-.15,-.1,8.9,41
SS199802,1998-03-10 04:20:00,-43.761,147.266,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-1.94,-5.08,131,56.8,-.16,-.1,8.6,41
SS199802,1998-03-10 04:20:00,-43.761,147.266,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-1.94,-5.08,131,64.8,-.17,-.11,10,38
SS199802,1998-03-10 04:20:00,-43.761,147.266,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-1.94,-5.08,131,72.8,-.17,-.07,8.5,39
SS199802,1998-03-10 04:20:00,-43.761,147.266,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-1.94,-5.08,131,80.8,-.18,-.07,10.7,36
SS199802,1998-03-10 04:20:00,-43.761,147.266,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-1.94,-5.08,131,88.8,-.2,-.09,11.4,38
SS199802,1998-03-10 04:20:00,-43.761,147.266,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-1.94,-5.08,131,96.8,-.17,-.09,9.5,36
SS199802,1998-03-10 04:40:00,-43.818,147.235,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-2.08,-5.06,134,16.8,-.18,.02,10.5,84
SS199802,1998-03-10 04:40:00,-43.818,147.235,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-2.08,-5.06,134,24.8,-.18,-.03,9.8,80
SS199802,1998-03-10 04:40:00,-43.818,147.235,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-2.08,-5.06,134,32.8,-.14,-.05,9.7,79
SS199802,1998-03-10 04:40:00,-43.818,147.235,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-2.08,-5.06,134,40.8,-.09,-.03,7.8,76
SS199802,1998-03-10 04:40:00,-43.818,147.235,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-2.08,-5.06,134,48.8,-.09,-.03,7.9,75
SS199802,1998-03-10 04:40:00,-43.818,147.235,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-2.08,-5.06,134,56.8,-.11,-.04,11.4,74
SS199802,1998-03-10 04:40:00,-43.818,147.235,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-2.08,-5.06,134,64.8,-.09,-.02,11.7,68
SS199802,1998-03-10 04:40:00,-43.818,147.235,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-2.08,-5.06,134,72.8,-.11,-.01,10,68
SS199802,1998-03-10 04:40:00,-43.818,147.235,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-2.08,-5.06,134,80.8,-.1,0,12.5,64
SS199802,1998-03-10 04:40:00,-43.818,147.235,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-2.08,-5.06,134,88.8,-.1,.02,9.5,59
SS199802,1998-03-10 04:40:00,-43.818,147.235,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-2.08,-5.06,134,96.8,-.1,.02,11.6,65
SS199802,1998-03-10 04:40:00,-43.818,147.235,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-2.08,-5.06,134,104.8,-.09,.06,14.7,46
SS199802,1998-03-10 05:00:00,-43.872,147.188,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-3.41,-2.9,148,16.8,-.13,.01,13.3,53
SS199802,1998-03-10 05:00:00,-43.872,147.188,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-3.41,-2.9,148,24.8,-.16,-.05,8.5,52
SS199802,1998-03-10 05:00:00,-43.872,147.188,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-3.41,-2.9,148,32.8,-.09,-.08,8.5,48
SS199802,1998-03-10 05:00:00,-43.872,147.188,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-3.41,-2.9,148,40.8,-.04,-.05,8,46
SS199802,1998-03-10 05:00:00,-43.872,147.188,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-3.41,-2.9,148,48.8,-.05,-.02,9,43
SS199802,1998-03-10 05:00:00,-43.872,147.188,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-3.41,-2.9,148,56.8,-.07,-.02,9.2,43
SS199802,1998-03-10 05:00:00,-43.872,147.188,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-3.41,-2.9,148,64.8,-.07,-.06,10.4,42
SS199802,1998-03-10 05:00:00,-43.872,147.188,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-3.41,-2.9,148,72.8,-.08,-.05,10,32
SS199802,1998-03-10 05:00:00,-43.872,147.188,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-3.41,-2.9,148,80.8,-.04,-.01,7.5,40
SS199802,1998-03-10 05:00:00,-43.872,147.188,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-3.41,-2.9,148,88.8,-.05,-.02,7,41
SS199802,1998-03-10 05:00:00,-43.872,147.188,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-3.41,-2.9,148,96.8,-.05,-.01,9.3,39
SS199802,1998-03-10 05:00:00,-43.872,147.188,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-3.41,-2.9,148,104.8,-.05,-.03,10.5,39
SS199802,1998-03-10 05:00:00,-43.872,147.188,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-3.41,-2.9,148,112.8,-.06,-.04,9.6,39
SS199802,1998-03-10 05:20:00,-43.897,147.147,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-3.09,-2.9,147,16.8,-.03,-.03,13.9,82
SS199802,1998-03-10 05:20:00,-43.897,147.147,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-3.09,-2.9,147,24.8,-.06,-.09,11.2,88
SS199802,1998-03-10 05:20:00,-43.897,147.147,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-3.09,-2.9,147,32.8,0,-.13,9.8,86
SS199802,1998-03-10 05:20:00,-43.897,147.147,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-3.09,-2.9,147,40.8,.04,-.11,7.9,86
SS199802,1998-03-10 05:20:00,-43.897,147.147,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-3.09,-2.9,147,48.8,.07,-.09,8.9,85
SS199802,1998-03-10 05:20:00,-43.897,147.147,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-3.09,-2.9,147,56.8,.06,-.07,7.3,83
SS199802,1998-03-10 05:20:00,-43.897,147.147,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-3.09,-2.9,147,64.8,.07,-.04,9.7,82
SS199802,1998-03-10 05:20:00,-43.897,147.147,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-3.09,-2.9,147,72.8,.09,-.05,9.4,81
SS199802,1998-03-10 05:20:00,-43.897,147.147,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-3.09,-2.9,147,80.8,.08,-.03,8.3,81
SS199802,1998-03-10 05:20:00,-43.897,147.147,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-3.09,-2.9,147,88.8,.09,-.02,9.5,77
SS199802,1998-03-10 05:20:00,-43.897,147.147,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-3.09,-2.9,147,96.8,.09,-.01,9.7,78
SS199802,1998-03-10 05:20:00,-43.897,147.147,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-3.09,-2.9,147,104.8,.08,-.03,9.5,77
SS199802,1998-03-10 05:20:00,-43.897,147.147,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-3.09,-2.9,147,112.8,.1,0,12.7,74
SS199802,1998-03-10 05:40:00,-43.899,147.151,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,3.17,2.47,147,16.8,.02,-.07,11.9,83
SS199802,1998-03-10 05:40:00,-43.899,147.151,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,3.17,2.47,147,24.8,.01,-.12,9.2,89
SS199802,1998-03-10 05:40:00,-43.899,147.151,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,3.17,2.47,147,32.8,.03,-.15,7.8,88
SS199802,1998-03-10 05:40:00,-43.899,147.151,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,3.17,2.47,147,40.8,.06,-.16,7.9,88
SS199802,1998-03-10 05:40:00,-43.899,147.151,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,3.17,2.47,147,48.8,.06,-.15,7.5,87
SS199802,1998-03-10 05:40:00,-43.899,147.151,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,3.17,2.47,147,56.8,.06,-.14,7,87
SS199802,1998-03-10 05:40:00,-43.899,147.151,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,3.17,2.47,147,64.8,.07,-.13,7.7,87
SS199802,1998-03-10 05:40:00,-43.899,147.151,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,3.17,2.47,147,72.8,.08,-.12,7.7,87
SS199802,1998-03-10 05:40:00,-43.899,147.151,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,3.17,2.47,147,80.8,.08,-.12,7.9,87
SS199802,1998-03-10 05:40:00,-43.899,147.151,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,3.17,2.47,147,88.8,.1,-.11,7.5,87
SS199802,1998-03-10 05:40:00,-43.899,147.151,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,3.17,2.47,147,96.8,.11,-.09,7.8,86
SS199802,1998-03-10 05:40:00,-43.899,147.151,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,3.17,2.47,147,104.8,.09,-.09,8.2,86
SS199802,1998-03-10 05:40:00,-43.899,147.151,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,3.17,2.47,147,112.8,.06,-.09,8.5,86
SS199802,1998-03-10 06:00:00,-43.875,147.193,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,3.41,2.74,148,16.8,-.01,-.02,11.4,79
SS199802,1998-03-10 06:00:00,-43.875,147.193,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,3.41,2.74,148,24.8,-.01,-.08,7.6,79
SS199802,1998-03-10 06:00:00,-43.875,147.193,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,3.41,2.74,148,32.8,.02,-.14,6.9,79
SS199802,1998-03-10 06:00:00,-43.875,147.193,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,3.41,2.74,148,40.8,.05,-.14,7.4,79
SS199802,1998-03-10 06:00:00,-43.875,147.193,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,3.41,2.74,148,48.8,.05,-.13,7.6,78
SS199802,1998-03-10 06:00:00,-43.875,147.193,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,3.41,2.74,148,56.8,.03,-.13,7.4,78
SS199802,1998-03-10 06:00:00,-43.875,147.193,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,3.41,2.74,148,64.8,.03,-.14,7.4,78
SS199802,1998-03-10 06:00:00,-43.875,147.193,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,3.41,2.74,148,72.8,.03,-.13,7.4,78
SS199802,1998-03-10 06:00:00,-43.875,147.193,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,3.41,2.74,148,80.8,.02,-.12,7.4,78
SS199802,1998-03-10 06:00:00,-43.875,147.193,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,3.41,2.74,148,88.8,.02,-.11,7.2,77
SS199802,1998-03-10 06:00:00,-43.875,147.193,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,3.41,2.74,148,96.8,.02,-.1,8.2,77
SS199802,1998-03-10 06:00:00,-43.875,147.193,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,3.41,2.74,148,104.8,.03,-.11,8.2,77
SS199802,1998-03-10 06:00:00,-43.875,147.193,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,3.41,2.74,148,112.8,.02,-.1,8.2,77
SS199802,1998-03-10 07:40:00,-43.874,147.215,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-2.12,-5.05,149,16.8,-.11,-.08,11.3,32
SS199802,1998-03-10 07:40:00,-43.874,147.215,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-2.12,-5.05,149,24.8,-.15,-.17,9.6,40
SS199802,1998-03-10 07:40:00,-43.874,147.215,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-2.12,-5.05,149,32.8,-.15,-.2,9,40
SS199802,1998-03-10 07:40:00,-43.874,147.215,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-2.12,-5.05,149,40.8,-.14,-.19,10.1,40
SS199802,1998-03-10 07:40:00,-43.874,147.215,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-2.12,-5.05,149,48.8,-.13,-.12,8.6,39
SS199802,1998-03-10 07:40:00,-43.874,147.215,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-2.12,-5.05,149,56.8,-.09,-.1,10.5,39
SS199802,1998-03-10 07:40:00,-43.874,147.215,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-2.12,-5.05,149,64.8,-.09,-.07,12,38
SS199802,1998-03-10 07:40:00,-43.874,147.215,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-2.12,-5.05,149,72.8,-.07,-.08,10.5,37
SS199802,1998-03-10 07:40:00,-43.874,147.215,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-2.12,-5.05,149,80.8,-.1,-.06,11.1,36
SS199802,1998-03-10 07:40:00,-43.874,147.215,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-2.12,-5.05,149,88.8,-.09,0,9.7,34
SS199802,1998-03-10 07:40:00,-43.874,147.215,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-2.12,-5.05,149,96.8,-.11,-.04,9.8,34
SS199802,1998-03-10 07:40:00,-43.874,147.215,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-2.12,-5.05,149,104.8,-.09,-.03,14.1,33
SS199802,1998-03-10 08:00:00,-43.905,147.197,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-2.05,-5.29,152,16.8,-2.05,-5.29,0,0
SS199802,1998-03-10 08:00:00,-43.905,147.197,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-2.05,-5.29,152,24.8,-.01,-.09,11.7,45
SS199802,1998-03-10 08:00:00,-43.905,147.197,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-2.05,-5.29,152,32.8,.03,-.11,9.7,45
SS199802,1998-03-10 08:00:00,-43.905,147.197,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-2.05,-5.29,152,40.8,.06,-.09,8.5,42
SS199802,1998-03-10 08:00:00,-43.905,147.197,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-2.05,-5.29,152,48.8,.09,-.05,9.7,40
SS199802,1998-03-10 08:00:00,-43.905,147.197,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-2.05,-5.29,152,56.8,.11,-.06,8.1,41
SS199802,1998-03-10 08:00:00,-43.905,147.197,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-2.05,-5.29,152,64.8,.09,-.04,9.3,39
SS199802,1998-03-10 08:00:00,-43.905,147.197,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-2.05,-5.29,152,72.8,.08,-.02,8.7,38
SS199802,1998-03-10 08:00:00,-43.905,147.197,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-2.05,-5.29,152,80.8,.08,-.05,7.6,38
SS199802,1998-03-10 08:00:00,-43.905,147.197,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-2.05,-5.29,152,88.8,.11,-.05,10,39
SS199802,1998-03-10 08:00:00,-43.905,147.197,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-2.05,-5.29,152,96.8,.14,-.04,9.3,36
SS199802,1998-03-10 08:00:00,-43.905,147.197,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-2.05,-5.29,152,104.8,.1,-.02,10.3,37
SS199802,1998-03-10 08:00:00,-43.905,147.197,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-2.05,-5.29,152,112.8,.12,-.01,11.9,32
SS199802,1998-03-10 08:20:00,-43.981,147.158,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-2.05,-5.32,163,16.8,-.12,.05,13.8,42
SS199802,1998-03-10 08:20:00,-43.981,147.158,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-2.05,-5.32,163,24.8,-.15,-.01,11.6,62
SS199802,1998-03-10 08:20:00,-43.981,147.158,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-2.05,-5.32,163,32.8,-.16,-.06,9.6,61
SS199802,1998-03-10 08:20:00,-43.981,147.158,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-2.05,-5.32,163,40.8,-.14,-.06,8.4,60
SS199802,1998-03-10 08:20:00,-43.981,147.158,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-2.05,-5.32,163,48.8,-.13,-.06,8,49
SS199802,1998-03-10 08:20:00,-43.981,147.158,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-2.05,-5.32,163,56.8,-.13,-.05,9,60
SS199802,1998-03-10 08:20:00,-43.981,147.158,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-2.05,-5.32,163,64.8,-.1,-.07,11.1,61
SS199802,1998-03-10 08:20:00,-43.981,147.158,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-2.05,-5.32,163,72.8,-.12,-.06,8.4,60
SS199802,1998-03-10 08:20:00,-43.981,147.158,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-2.05,-5.32,163,80.8,-.08,-.06,9.2,60
SS199802,1998-03-10 08:20:00,-43.981,147.158,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-2.05,-5.32,163,88.8,-.12,-.08,7.7,59
SS199802,1998-03-10 08:20:00,-43.981,147.158,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-2.05,-5.32,163,96.8,-.09,-.07,10,59
SS199802,1998-03-10 08:20:00,-43.981,147.158,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,-2.05,-5.32,163,104.8,-.06,-.06,8.5,59
