Survey,Start (UTC),Mean Lat,Mean Lon,Project,MARLIN,MARLIN UUID,Averaging Period (sec),U Ship (m/sec),V Ship (m/sec),Bottom Depth,Depth,U (m/sec),V (m/sec),Avg QC,Bin Attendance %
SS199802,1998-03-17 07:40:00,-51.527,141.994,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.51,-.6,3819,40.8,.48,-.12,12.6,62
SS199802,1998-03-17 07:40:00,-51.527,141.994,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.51,-.6,3819,48.8,.49,-.12,11.6,59
SS199802,1998-03-17 07:40:00,-51.527,141.994,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.51,-.6,3819,56.8,.48,-.12,10.7,56
SS199802,1998-03-17 07:40:00,-51.527,141.994,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.51,-.6,3819,64.8,.49,-.13,11.1,56
SS199802,1998-03-17 07:40:00,-51.527,141.994,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.51,-.6,3819,72.8,.49,-.12,11,54
SS199802,1998-03-17 07:40:00,-51.527,141.994,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.51,-.6,3819,80.8,.49,-.14,11.4,53
SS199802,1998-03-17 07:40:00,-51.527,141.994,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.51,-.6,3819,88.8,.49,-.13,10.3,53
SS199802,1998-03-17 07:40:00,-51.527,141.994,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.51,-.6,3819,96.8,.49,-.13,11.4,52
SS199802,1998-03-17 07:40:00,-51.527,141.994,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.51,-.6,3819,104.8,.47,-.16,11.7,47
SS199802,1998-03-17 07:40:00,-51.527,141.994,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.51,-.6,3819,112.8,.47,-.16,10.2,47
SS199802,1998-03-17 07:40:00,-51.527,141.994,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.51,-.6,3819,120.8,.52,-.16,11.5,47
SS199802,1998-03-17 07:40:00,-51.527,141.994,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.51,-.6,3819,128.8,.59,-.12,11.3,47
SS199802,1998-03-17 07:40:00,-51.527,141.994,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.51,-.6,3819,136.8,.59,-.08,10.5,47
SS199802,1998-03-17 07:40:00,-51.527,141.994,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.51,-.6,3819,144.8,.6,-.06,9.8,47
SS199802,1998-03-17 07:40:00,-51.527,141.994,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.51,-.6,3819,152.8,.59,-.03,11.5,46
SS199802,1998-03-17 07:40:00,-51.527,141.994,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.51,-.6,3819,160.8,.58,-.04,12.5,44
SS199802,1998-03-17 07:40:00,-51.527,141.994,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.51,-.6,3819,168.8,.58,-.03,12.7,44
SS199802,1998-03-17 07:40:00,-51.527,141.994,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.51,-.6,3819,176.8,.58,-.03,13.8,43
SS199802,1998-03-17 07:40:00,-51.527,141.994,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.51,-.6,3819,184.8,.57,-.03,12.7,42
SS199802,1998-03-17 07:40:00,-51.527,141.994,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.51,-.6,3819,192.8,.52,-.06,13.8,42
SS199802,1998-03-17 07:40:00,-51.527,141.994,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.51,-.6,3819,200.8,.56,-.06,12.9,38
SS199802,1998-03-17 08:00:00,-51.533,142.002,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.47,-.54,3819,16.8,.48,-.05,14.8,70
SS199802,1998-03-17 08:00:00,-51.533,142.002,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.47,-.54,3819,24.8,.48,-.06,13.9,76
SS199802,1998-03-17 08:00:00,-51.533,142.002,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.47,-.54,3819,32.8,.49,-.07,12.6,70
SS199802,1998-03-17 08:00:00,-51.533,142.002,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.47,-.54,3819,40.8,.49,-.06,11.9,65
SS199802,1998-03-17 08:00:00,-51.533,142.002,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.47,-.54,3819,48.8,.49,-.07,10.9,63
SS199802,1998-03-17 08:00:00,-51.533,142.002,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.47,-.54,3819,56.8,.5,-.06,11.3,60
SS199802,1998-03-17 08:00:00,-51.533,142.002,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.47,-.54,3819,64.8,.5,-.08,10.9,60
SS199802,1998-03-17 08:00:00,-51.533,142.002,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.47,-.54,3819,72.8,.5,-.09,10.6,59
SS199802,1998-03-17 08:00:00,-51.533,142.002,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.47,-.54,3819,80.8,.5,-.11,10.8,58
SS199802,1998-03-17 08:00:00,-51.533,142.002,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.47,-.54,3819,88.8,.5,-.11,10.7,58
SS199802,1998-03-17 08:00:00,-51.533,142.002,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.47,-.54,3819,96.8,.51,-.12,11.3,57
SS199802,1998-03-17 08:00:00,-51.533,142.002,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.47,-.54,3819,104.8,.51,-.11,11.1,57
SS199802,1998-03-17 08:00:00,-51.533,142.002,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.47,-.54,3819,112.8,.52,-.11,12.1,58
SS199802,1998-03-17 08:00:00,-51.533,142.002,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.47,-.54,3819,120.8,.56,-.08,11.4,56
SS199802,1998-03-17 08:00:00,-51.533,142.002,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.47,-.54,3819,128.8,.6,-.03,10.6,57
SS199802,1998-03-17 08:00:00,-51.533,142.002,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.47,-.54,3819,136.8,.61,.01,10.7,56
SS199802,1998-03-17 08:00:00,-51.533,142.002,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.47,-.54,3819,144.8,.61,.02,10.9,56
SS199802,1998-03-17 08:00:00,-51.533,142.002,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.47,-.54,3819,152.8,.57,.03,12.2,56
SS199802,1998-03-17 08:00:00,-51.533,142.002,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.47,-.54,3819,160.8,.57,.03,12.1,55
SS199802,1998-03-17 08:00:00,-51.533,142.002,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.47,-.54,3819,168.8,.55,.03,13,54
SS199802,1998-03-17 08:00:00,-51.533,142.002,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.47,-.54,3819,176.8,.54,.01,12.6,52
SS199802,1998-03-17 08:00:00,-51.533,142.002,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.47,-.54,3819,184.8,.52,.01,15.1,51
SS199802,1998-03-17 08:00:00,-51.533,142.002,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.47,-.54,3819,192.8,.53,-.01,13.6,35
SS199802,1998-03-17 08:00:00,-51.533,142.002,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.47,-.54,3819,200.8,.55,-.02,15.5,42
SS199802,1998-03-17 08:00:00,-51.533,142.002,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.47,-.54,3819,208.8,.51,-.02,14.8,30
SS199802,1998-03-17 08:20:00,-51.539,142.01,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.35,-.5,3819,16.8,.44,-.11,14.6,65
SS199802,1998-03-17 08:20:00,-51.539,142.01,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.35,-.5,3819,24.8,.45,-.1,14.1,76
SS199802,1998-03-17 08:20:00,-51.539,142.01,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.35,-.5,3819,32.8,.44,-.09,11.9,70
SS199802,1998-03-17 08:20:00,-51.539,142.01,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.35,-.5,3819,40.8,.45,-.09,11.9,65
SS199802,1998-03-17 08:20:00,-51.539,142.01,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.35,-.5,3819,48.8,.45,-.1,11.8,62
SS199802,1998-03-17 08:20:00,-51.539,142.01,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.35,-.5,3819,56.8,.43,-.11,11.4,52
SS199802,1998-03-17 08:20:00,-51.539,142.01,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.35,-.5,3819,64.8,.45,-.11,11.6,59
SS199802,1998-03-17 08:20:00,-51.539,142.01,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.35,-.5,3819,72.8,.45,-.12,11,59
SS199802,1998-03-17 08:20:00,-51.539,142.01,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.35,-.5,3819,80.8,.45,-.13,10.4,58
SS199802,1998-03-17 08:20:00,-51.539,142.01,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.35,-.5,3819,88.8,.46,-.13,10.5,58
SS199802,1998-03-17 08:20:00,-51.539,142.01,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.35,-.5,3819,96.8,.47,-.12,11.2,57
SS199802,1998-03-17 08:20:00,-51.539,142.01,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.35,-.5,3819,104.8,.47,-.13,11.9,56
SS199802,1998-03-17 08:20:00,-51.539,142.01,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.35,-.5,3819,112.8,.48,-.13,10.9,57
SS199802,1998-03-17 08:20:00,-51.539,142.01,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.35,-.5,3819,120.8,.52,-.1,10.7,53
SS199802,1998-03-17 08:20:00,-51.539,142.01,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.35,-.5,3819,128.8,.54,-.06,11.2,53
SS199802,1998-03-17 08:20:00,-51.539,142.01,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.35,-.5,3819,136.8,.55,-.06,12.7,53
SS199802,1998-03-17 08:20:00,-51.539,142.01,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.35,-.5,3819,144.8,.54,-.04,12.9,52
SS199802,1998-03-17 08:20:00,-51.539,142.01,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.35,-.5,3819,152.8,.56,-.02,13.3,50
SS199802,1998-03-17 08:20:00,-51.539,142.01,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.35,-.5,3819,160.8,.52,-.03,12.8,49
SS199802,1998-03-17 08:20:00,-51.539,142.01,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.35,-.5,3819,168.8,.51,-.02,14.7,49
SS199802,1998-03-17 08:20:00,-51.539,142.01,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.35,-.5,3819,176.8,.49,-.01,14.1,42
SS199802,1998-03-17 08:20:00,-51.539,142.01,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.35,-.5,3819,184.8,.49,-.01,14,31
SS199802,1998-03-17 08:20:00,-51.539,142.01,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.35,-.5,3819,192.8,.35,-.5,0,0
SS199802,1998-03-17 08:20:00,-51.539,142.01,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.35,-.5,3819,200.8,.49,-.03,14.3,37
SS199802,1998-03-17 08:20:00,-51.539,142.01,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.35,-.5,3819,208.8,.35,-.5,0,0
SS199802,1998-03-17 08:20:00,-51.539,142.01,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.35,-.5,3819,216.8,.35,-.5,0,0
SS199802,1998-03-17 08:20:00,-51.539,142.01,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.35,-.5,3819,224.8,.49,-.04,14.9,31
SS199802,1998-03-17 08:20:00,-51.539,142.01,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.35,-.5,3819,232.8,.47,-.05,14.8,38
SS199802,1998-03-17 08:40:00,-51.525,142.019,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,1.07,3.94,3819,16.8,.44,.05,16.8,42
SS199802,1998-03-17 08:40:00,-51.525,142.019,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,1.07,3.94,3819,24.8,.37,-.08,14.1,45
SS199802,1998-03-17 08:40:00,-51.525,142.019,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,1.07,3.94,3819,32.8,.43,-.05,13.8,51
SS199802,1998-03-17 08:40:00,-51.525,142.019,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,1.07,3.94,3819,40.8,.51,-.04,14.4,37
SS199802,1998-03-17 09:00:00,-51.471,142.041,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,1.2,5.11,3839,16.8,.52,-.09,15.5,58
SS199802,1998-03-17 09:00:00,-51.471,142.041,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,1.2,5.11,3839,24.8,.54,-.04,14.4,62
SS199802,1998-03-17 09:00:00,-51.471,142.041,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,1.2,5.11,3839,32.8,.54,-.09,13.9,59
SS199802,1998-03-17 09:00:00,-51.471,142.041,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,1.2,5.11,3839,40.8,.54,-.1,13.8,46
SS199802,1998-03-17 09:00:00,-51.471,142.041,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,1.2,5.11,3839,48.8,.52,-.13,13.8,53
SS199802,1998-03-17 09:00:00,-51.471,142.041,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,1.2,5.11,3839,56.8,.52,-.14,13.9,52
SS199802,1998-03-17 09:00:00,-51.471,142.041,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,1.2,5.11,3839,64.8,.51,-.14,14.4,52
SS199802,1998-03-17 09:00:00,-51.471,142.041,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,1.2,5.11,3839,72.8,.51,-.16,13,51
SS199802,1998-03-17 09:00:00,-51.471,142.041,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,1.2,5.11,3839,80.8,.52,-.16,13.1,51
SS199802,1998-03-17 09:00:00,-51.471,142.041,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,1.2,5.11,3839,88.8,.52,-.16,11.9,50
SS199802,1998-03-17 09:00:00,-51.471,142.041,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,1.2,5.11,3839,96.8,.51,-.18,12.3,48
SS199802,1998-03-17 09:20:00,-51.416,142.06,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.92,5.24,3954,16.8,.51,-.1,14.9,72
SS199802,1998-03-17 09:20:00,-51.416,142.06,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.92,5.24,3954,24.8,.5,-.07,14.6,65
SS199802,1998-03-17 09:20:00,-51.416,142.06,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.92,5.24,3954,32.8,.49,-.09,13.6,61
SS199802,1998-03-17 09:20:00,-51.416,142.06,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.92,5.24,3954,40.8,.49,-.11,14.1,58
SS199802,1998-03-17 09:20:00,-51.416,142.06,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.92,5.24,3954,48.8,.48,-.12,14.1,57
SS199802,1998-03-17 09:20:00,-51.416,142.06,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.92,5.24,3954,56.8,.47,-.14,13.3,54
SS199802,1998-03-17 09:20:00,-51.416,142.06,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.92,5.24,3954,64.8,.48,-.13,13,54
SS199802,1998-03-17 09:20:00,-51.416,142.06,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.92,5.24,3954,72.8,.48,-.15,12.6,52
SS199802,1998-03-17 09:20:00,-51.416,142.06,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.92,5.24,3954,80.8,.48,-.17,12.9,51
SS199802,1998-03-17 09:20:00,-51.416,142.06,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.92,5.24,3954,88.8,.48,-.17,12.8,51
SS199802,1998-03-17 09:20:00,-51.416,142.06,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.92,5.24,3954,96.8,.49,-.16,12.1,50
SS199802,1998-03-17 09:20:00,-51.416,142.06,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.92,5.24,3954,104.8,.49,-.19,13.8,47
SS199802,1998-03-17 09:20:00,-51.416,142.06,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.92,5.24,3954,112.8,.47,-.19,13.9,43
SS199802,1998-03-17 09:40:00,-51.363,142.071,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.18,5.09,3940,16.8,.55,-.13,15.1,38
SS199802,1998-03-17 09:40:00,-51.363,142.071,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.18,5.09,3940,24.8,.52,-.08,15.6,43
SS199802,1998-03-17 09:40:00,-51.363,142.071,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.18,5.09,3940,32.8,.18,5.09,0,0
SS199802,1998-03-17 09:40:00,-51.363,142.071,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.18,5.09,3940,40.8,.18,5.09,0,0
SS199802,1998-03-17 09:40:00,-51.363,142.071,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.18,5.09,3940,48.8,.52,-.15,15.9,30
SS199802,1998-03-17 09:40:00,-51.363,142.071,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.18,5.09,3940,56.8,.51,-.15,15.4,37
SS199802,1998-03-17 09:40:00,-51.363,142.071,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.18,5.09,3940,64.8,.18,5.09,0,0
SS199802,1998-03-17 09:40:00,-51.363,142.071,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.18,5.09,3940,72.8,.52,-.15,14.5,30
SS199802,1998-03-17 09:40:00,-51.363,142.071,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.18,5.09,3940,80.8,.52,-.17,14.5,36
SS199802,1998-03-17 09:40:00,-51.363,142.071,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.18,5.09,3940,88.8,.5,-.18,13.6,36
SS199802,1998-03-17 09:40:00,-51.363,142.071,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.18,5.09,3940,96.8,.51,-.2,13.9,35
SS199802,1998-03-17 09:40:00,-51.363,142.071,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.18,5.09,3940,104.8,.52,-.18,13.4,35
SS199802,1998-03-17 09:40:00,-51.363,142.071,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,.18,5.09,3940,112.8,.49,-.21,14.1,35
SS199802,1998-03-17 10:20:00,-51.3,142.064,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,1.03,-.21,3933,16.8,.57,-.08,15.6,83
SS199802,1998-03-17 10:20:00,-51.3,142.064,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,1.03,-.21,3933,24.8,.58,-.09,14.7,75
SS199802,1998-03-17 10:20:00,-51.3,142.064,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,1.03,-.21,3933,32.8,.57,-.09,13,68
SS199802,1998-03-17 10:20:00,-51.3,142.064,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,1.03,-.21,3933,40.8,.54,-.1,13,65
SS199802,1998-03-17 10:20:00,-51.3,142.064,Sub Antarctic Front Dynamics Experiment (SAFDE) 1997-1998,4909,89931474-fd75-420d-96de-659d04e99b52,1200,1.03,-.21,3933,48.8,.54,-.1,13.1,62
